# target name                                    accession  query name           accession  hmmfrom hmm to alifrom  ali to envfrom  env to  modlen strand   E-value  score  bias  description of target
#                            ------------------- ---------- -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
Vibrionaceae_Vibrio                              -          LKAP-GutHK_D11_089   -               17     878      13     877       3     882    1466    +           0 1034.1  23.7  -
Lachnospiraceae_Anaerobium                       -          LKAP-GutHK_D11_089   -                7     833      19     873      13     881    1402    +    2.6e-132  440.7  21.8  -
Clostridiales_Acidaminobacter                    -          LKAP-GutHK_D11_089   -               22     853      16     875       2     882    1468    +    3.3e-132  440.5  23.9  -
Cytophagaceae_Emticicia                          -          LKAP-GutHK_D11_089   -               57     838      76     874      55     879    1433    +    3.3e-132  440.1  20.6  -
Thermaceae_Oceanithermus                         -          LKAP-GutHK_D11_089   -               40     870      18     876       2     882    1503    +    3.4e-132  440.2  22.8  -
Gaiellaceae_Gaiella                              -          LKAP-GutHK_D11_089   -               43     889      16     875       2     881    1544    +    3.4e-132  440.1  23.1  -
Anaeroplasmataceae_Anaeroplasma                  -          LKAP-GutHK_D11_089   -               81     840      78     864      58     877    1435    +    3.6e-132  440.0  20.1  -
Porphyromonadaceae_Dysgonomonas                  -          LKAP-GutHK_D11_089   -               24     862      17     874       7     879    1465    +    3.6e-132  439.9  22.3  -
Aquificaceae_Hydrogenivirga                      -          LKAP-GutHK_D11_089   -               23     887      16     878       3     881    1503    +    3.7e-132  440.3  23.4  -
Acetobacteraceae_Crenalkalicoccus                -          LKAP-GutHK_D11_089   -               93     855      67     874      47     881    1514    +    4.1e-132  440.4  21.7  -
Rhodobacteraceae_Salinihabitans                  -          LKAP-GutHK_D11_089   -               24     808      17     875       3     882    1421    +    4.2e-132  440.1  21.5  -
Rhodobacteraceae_Pseudohalocynthiibacter         -          LKAP-GutHK_D11_089   -               24     810      17     875       3     882    1393    +    4.6e-132  439.9  20.9  -
Acetobacteraceae_Acidisphaera                    -          LKAP-GutHK_D11_089   -               77     832      75     874      54     881    1451    +    4.7e-132  440.0  22.3  -
Christensenellaceae_Christensenella              -          LKAP-GutHK_D11_089   -               33     868      17     873       2     881    1497    +      5e-132  439.6  22.7  -
Flammeovirgaceae_Roseivirga                      -          LKAP-GutHK_D11_089   -               18     845      17     874       4     882    1415    +    5.5e-132  439.6  21.9  -
Sphingobacteriaceae_Sphingobacterium             -          LKAP-GutHK_D11_089   -               81     868      74     874      53     881    1463    +    5.6e-132  439.3  20.9  -
Pseudonocardiaceae_Thermotunica                  -          LKAP-GutHK_D11_089   -                3     828       5     875       3     881    1446    +    5.6e-132  439.6  25.1  -
Eubacteriaceae_Irregularibacter                  -          LKAP-GutHK_D11_089   -               32     853      16     869       2     880    1431    +    5.8e-132  439.5  22.3  -
Prolixibacteraceae_Sunxiuqinia                   -          LKAP-GutHK_D11_089   -               23     848      16     863       3     878    1445    +    5.9e-132  439.3  20.8  -
Porphyromonadaceae_Paludibacter                  -          LKAP-GutHK_D11_089   -               32     867      17     874       7     882    1471    +      6e-132  439.5  21.3  -
Flavobacteriaceae_Elizabethkingia                -          LKAP-GutHK_D11_089   -               29     857      16     874       2     882    1450    +    6.2e-132  439.2  22.7  -
Cyclobacteriaceae_Cecembia                       -          LKAP-GutHK_D11_089   -               44     874      17     874       5     879    1513    +    6.3e-132  439.2  21.8  -
Anaeromyxobacteraceae_Anaeromyxobacter           -          LKAP-GutHK_D11_089   -               80     892      70     867      48     882    1549    +    6.4e-132  439.4  21.5  -
Rhodobacteraceae_Hasllibacter                    -          LKAP-GutHK_D11_089   -               71     825      72     874      27     881    1429    +    6.9e-132  439.3  20.2  -
Bifidobacteriaceae_Pseudoscardovia               -          LKAP-GutHK_D11_089   -               30     822      61     876      33     882    1395    +    7.4e-132  439.2  22.4  -
Chlorobiaceae_Chlorobaculum                      -          LKAP-GutHK_D11_089   -               51     822      78     866      58     879    1419    +    8.9e-132  438.7  20.3  -
Clostridiaceae_Fonticella                        -          LKAP-GutHK_D11_089   -               40     847      16     867       2     881    1503    +    9.7e-132  438.9  22.0  -
Rhodobacteraceae_Boseongicola                    -          LKAP-GutHK_D11_089   -               24     806      17     875       2     882    1391    +      1e-131  438.8  21.7  -
Flavobacteriaceae_Pseudofulvibacter              -          LKAP-GutHK_D11_089   -               24     854      17     874       4     882    1442    +    1.1e-131  438.3  21.8  -
Rhizobiales_Qingshengfania                       -          LKAP-GutHK_D11_089   -               72     826      73     875      27     882    1442    +    1.2e-131  438.5  21.0  -
Rhodobacteraceae_Dinoroseobacter                 -          LKAP-GutHK_D11_089   -                1     751      77     875      77     882    1262    +    1.2e-131  438.5  19.6  -
Rhodobacteraceae_Lacimonas                       -          LKAP-GutHK_D11_089   -               44     826      17     874       2     881    1425    +    1.4e-131  438.5  21.7  -
Vulgatibacteraceae_Vulgatibacter                 -          LKAP-GutHK_D11_089   -               60     871      71     867      50     882    1479    +    1.6e-131  438.1  21.2  -
Staphylococcaceae_Corticicoccus                  -          LKAP-GutHK_D11_089   -                8     873      10     869       4     880    1465    +    1.8e-131  437.8  23.2  -
Rhodobacteraceae_Thalassobacter                  -          LKAP-GutHK_D11_089   -               69     830      66     875      43     882    1465    +    1.8e-131  437.8  20.3  -
Acetobacteraceae_Acidicaldus                     -          LKAP-GutHK_D11_089   -               16     773      72     868      55     880    1340    +    2.2e-131  437.9  22.1  -
Flavobacteriaceae_Aequorivita                    -          LKAP-GutHK_D11_089   -               20     855      16     874       4     881    1422    +    2.3e-131  437.3  21.9  -
Syntrophorhabdaceae_Syntrophorhabdus             -          LKAP-GutHK_D11_089   -               23     873      16     867       2     882    1482    +    2.3e-131  437.5  22.9  -
Flavobacteriaceae_Chryseobacterium               -          LKAP-GutHK_D11_089   -               22     851      15     874       2     882    1439    +    2.4e-131  437.3  22.6  -
Sporomusaceae_Propionispora                      -          LKAP-GutHK_D11_089   -               43     898      17     876       2     882    1548    +    2.6e-131  437.1  22.4  -
Fervidobacteraceae_Fervidobacterium              -          LKAP-GutHK_D11_089   -               24     829      16     874       2     880    1480    +    2.6e-131  437.4  23.9  -
Porphyromonadaceae_Parabacteroides               -          LKAP-GutHK_D11_089   -               44     880      17     874       7     879    1489    +    2.7e-131  437.3  22.4  -
Flavobacteriaceae_Bizionia                       -          LKAP-GutHK_D11_089   -               23     861      16     874       3     882    1449    +    2.9e-131  437.0  22.6  -
Flammeovirgaceae_Flammeovirga                    -          LKAP-GutHK_D11_089   -               24     858      17     873       5     879    1456    +    3.2e-131  436.9  20.8  -
Clostridiaceae_Lutispora                         -          LKAP-GutHK_D11_089   -               76     849      75     874      53     881    1438    +    3.2e-131  437.1  21.2  -
Rhodobacteraceae_Roseibacterium                  -          LKAP-GutHK_D11_089   -               24     807      17     875       3     882    1389    +    3.3e-131  437.1  21.2  -
Cryptosporangiaceae_Fodinicola                   -          LKAP-GutHK_D11_089   -               14     830      16     875       2     881    1441    +    3.3e-131  437.1  23.5  -
Pyrinomonadaceae_Brevitalea                      -          LKAP-GutHK_D11_089   -               45     905      18     876       2     882    1528    +    3.4e-131  436.7  23.6  -
Acidothermaceae_Acidothermus                     -          LKAP-GutHK_D11_089   -               40     858      16     875       2     881    1509    +    3.6e-131  437.0  23.7  -
Cyclobacteriaceae_Mongoliicoccus                 -          LKAP-GutHK_D11_089   -                5     836      17     874      13     880    1405    +    3.7e-131  437.0  21.5  -
Clostridiales_Anaerovirgula                      -          LKAP-GutHK_D11_089   -               25     851      16     873       2     881    1495    +      4e-131  436.8  23.1  -
Syntrophaceae_Desulfobacca                       -          LKAP-GutHK_D11_089   -               40     894      17     875       2     881    1562    +    4.5e-131  436.5  22.1  -
Rhodobacteraceae_Salinovum                       -          LKAP-GutHK_D11_089   -               22     780      69     875      49     882    1334    +    4.5e-131  436.7  21.0  -
Coriobacteriaceae_Collinsella                    -          LKAP-GutHK_D11_089   -               44     855      17     876       3     882    1468    +    4.7e-131  436.8  23.5  -
Streptomycetaceae_Allostreptomyces               -          LKAP-GutHK_D11_089   -               45     863      17     875       2     881    1510    +    7.1e-131  436.0  23.3  -
Lachnospiraceae_Agathobacter                     -          LKAP-GutHK_D11_089   -                1     831      22     875      22     881    1434    +    7.3e-131  435.8  22.5  -
Rhodobacteraceae_Pseudopelagicola                -          LKAP-GutHK_D11_089   -               23     810      16     875       2     882    1392    +    8.2e-131  435.8  21.9  -
Pseudonocardiaceae_Goodfellowiella               -          LKAP-GutHK_D11_089   -               47     864      16     875       2     881    1497    +    9.2e-131  435.6  24.3  -
Rhodobacteraceae_Tranquillimonas                 -          LKAP-GutHK_D11_089   -               22     775      72     874      51     881    1364    +    9.8e-131  435.6  21.0  -
